Series Name,Series Code,Country Name,Country Code,2024 [YR2024]
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,Virgin Islands (U.S.),VIR,0.0245
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,West Bank and Gaza,PSE,..
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,"Yemen, Rep.",YEM,32.9028
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,Zambia,ZMB,38.519
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,Zimbabwe,ZWE,30.7843
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 04/08/2026,,,,
