Kraj_importujacy,Kraj_eksportujacy,Wartosc_importu
China,Mongolia,13641972.602
China,Rep. of Moldova,102777.86
China,Montenegro,41374.008
China,Montserrat,0.958
China,Morocco,1147121.997
China,Mozambique,1769217.968
China,Oman,30948856.060000002
China,Namibia,1825669.971
China,Nauru,8324.01
China,Nepal,27442.293
China,Netherlands,20400442.345
China,CuraÃ§ao,299.099
China,Aruba,19.773
China,New Caledonia,719365.2559999999
China,Vanuatu,19288.684999999998
China,New Zealand,11027091.125
China,Nicaragua,84796.05
China,Niger,606546.29
China,Nigeria,3286559.288
China,Norfolk Isds,0.03
China,Norway,4166212.128
China,FS Micronesia,93006.922
China,Marshall Isds,7748.784
China,Palau,3.223
China,Pakistan,2910913.049
China,Panama,80999.07
China,Papua New Guinea,3264291.769
China,Paraguay,29379.114999999998
China,Peru,24147204.933000002
China,Philippines,17107554.45
China,Poland,4320998.964
China,Portugal,1108832.723
China,Timor-Leste,1029.1670000000001
China,Qatar,19800933.508
China,Romania,2185915.624
China,Russian Federation,129580478.96000001
China,Rwanda,159743.066
China,Saint Kitts and Nevis,262.946
China,Saint Lucia,28.78
China,Saint Vincent and the Grenadines,0.704
China,San Marino,5376.156
China,Sao Tome and Principe,15.227
China,Saudi Arabia,57305502.565
China,Senegal,886965.527
China,Serbia,2060223.848
China,Seychelles,238.253
China,Sierra Leone,952794.6059999999
China,India,16625194.038
China,Singapore,41668103.821
China,Slovakia,4382252.715
China,Viet Nam,94032779.79
China,Slovenia,366391.581
China,Somalia,3095.967
China,South Africa,28031436.476
China,Zimbabwe,1992658.868
China,Spain,8342513.198
China,South Sudan,299967.03599999996
China,Sudan,560841.463
China,Suriname,60975.736999999994
China,Eswatini,535.396
China,Sweden,8160378.119
China,Switzerland,43277712.497
China,Syria,2789.8559999999998
China,Tajikistan,343318.595
China,Thailand,41889639.951
China,Togo,212666.51
China,Tonga,72.112
China,Trinidad and Tobago,517849.75800000003
China,United Arab Emirates,36275898.864999995
China,Tunisia,420164.204
China,TÃ¼rkiye,3445484.985
China,Turkmenistan,9618320
China,Turks and Caicos Isds,8.842
China,Tuvalu,0.178
China,Uganda,96126.261
China,Ukraine,3174886.813
China,North Macedonia,100344.401
China,Egypt,625241.566
China,United Kingdom,17168473.34
China,United Rep. of Tanzania,593549.714
China,USA,143942109.802
China,Burkina Faso,54882.506
China,Uruguay,2485211.251
China,Uzbekistan,2016719.821
China,Venezuela,1603809.344
China,Samoa,1021.355
China,Yemen,19970.093
China,Zambia,2795961.9639999997
Christmas Isds,Australia,36076.662000000004
Christmas Isds,Brunei Darussalam,7.879
Christmas Isds,Canada,83.513
Christmas Isds,Fiji,448.59
Christmas Isds,France,17.764
Christmas Isds,Indonesia,4.446
Christmas Isds,Italy,112.361
Christmas Isds,Malaysia,3519.297
Christmas Isds,Netherlands,34.472
Christmas Isds,New Zealand,332.807
Christmas Isds,Norway,1.987
Christmas Isds,Philippines,2.42
Christmas Isds,India,22.378
Christmas Isds,Singapore,2121.439
Christmas Isds,Spain,0.146
Christmas Isds,United Kingdom,446.039
Christmas Isds,USA,1994.389
Cocos Isds,Australia,10542.335000000001
Cocos Isds,Austria,1.409
Cocos Isds,Belgium,0.004
Cocos Isds,Brazil,57.96
Cocos Isds,France,0.145
Cocos Isds,Iceland,31.818
Cocos Isds,Italy,69.598
Cocos Isds,Rep. of Korea,115.776
Cocos Isds,Malaysia,0.014
Cocos Isds,Netherlands,68.299
Cocos Isds,India,58.057
Cocos Isds,Spain,1.29
Cocos Isds,United Kingdom,1.081
Cocos Isds,USA,2416.873
Colombia,Afghanistan,1363.234
Colombia,Albania,319.971
Colombia,Algeria,79633.151
Colombia,American Samoa,0.897
Colombia,Andorra,1.26
Colombia,Angola,16.453
Colombia,Antigua and Barbuda,7.473000000000001
Colombia,Azerbaijan,2500.348
Colombia,Argentina,934371.3489999999
Colombia,Australia,57675.728
Colombia,Austria,202839.047
Colombia,Bahamas,32.364
Colombia,Bahrain,28130.855000000003
Colombia,Bangladesh,102723.51699999999
Colombia,Armenia,66.655
Colombia,Barbados,68.803
Colombia,Belgium,628227.3589999999
Colombia,Bermuda,0.917
Colombia,Bhutan,43.014
Colombia,Bolivia (Plurinational State of),520212.67500000005
Colombia,Bosnia Herzegovina,3048.233
Colombia,Botswana,0.278
Colombia,Brazil,3288057.21
Colombia,Belize,332.12899999999996
Colombia,Br. Virgin Isds,6.055
Colombia,Brunei Darussalam,4070.3019999999997
Colombia,Bulgaria,29322.614
Colombia,Myanmar,8607.444
Colombia,Belarus,551.196
Colombia,Cambodia,51178.743
Colombia,Cameroon,10.934
Colombia,Canada,953421.981
Colombia,Cayman Isds,49.006
Colombia,Central African Rep.,27.332
Colombia,Sri Lanka,21503.913
Colombia,Chad,9.658999999999999
Colombia,Chile,838544.889
Colombia,China,15709855.349
Colombia,Christmas Isds,0.051
Colombia,Cocos Isds,20.533
Colombia,Congo,2.82
Colombia,Cook Isds,0.189
Colombia,Costa Rica,116780.329
Colombia,Croatia,13079.710000000001
Colombia,Cuba,1558.067
Colombia,Cyprus,1384.707
Colombia,Czechia,124002.067
Colombia,Benin,12.605
Colombia,Denmark,209806.105
Colombia,Dominica,33.103
Colombia,Dominican Rep.,69304.952
Colombia,Ecuador,842978.345
Colombia,El Salvador,24547.255
Colombia,Ethiopia,108.35300000000001
Colombia,Eritrea,10.581
Colombia,Estonia,3980.421
Colombia,Fiji,1.365
Colombia,Finland,150602.757
Colombia,France,1186554.709
Colombia,French Polynesia,351.245
Colombia,Djibouti,413.94100000000003
Colombia,Georgia,2702.122
Colombia,Gambia,3.341
Colombia,State of Palestine,0.189
Colombia,Germany,2118913.511
Colombia,Ghana,873.174
Colombia,Gibraltar,38.282
Colombia,Kiribati,13944.501
Colombia,Greece,30608.907
Colombia,Grenada,2.048
Colombia,Guam,0.215
Colombia,Guatemala,128846.993
Colombia,Guinea,0.116
Colombia,Guyana,52295.756
Colombia,Haiti,778.972
Colombia,Honduras,60558.25
Colombia,"China, Hong Kong SAR",69060.85
Colombia,Hungary,108618.04000000001
Colombia,Iceland,6035.965
Colombia,Indonesia,277710.22
Colombia,Iran,545.1
Colombia,Iraq,23.014
Colombia,Ireland,319227.942
Colombia,Israel,112982.717
Colombia,Italy,1004125.83
Colombia,CÃ´te d'Ivoire,2070.561
Colombia,Jamaica,149.616
Colombia,Japan,1397573.947
Colombia,Kazakhstan,1118.912
Colombia,Jordan,1935.772
Colombia,Kenya,1224.872
Colombia,Dem. People's Rep. of Korea,311.872
Colombia,Rep. of Korea,978851.9249999999
Colombia,Kuwait,2215.767
Colombia,Kyrgyzstan,38.674
Colombia,Lao People's Dem. Rep.,3176.585
Colombia,Lebanon,283.546
Colombia,Lesotho,10.477
Colombia,Latvia,7203.434
Colombia,Liberia,228.674
Colombia,Lithuania,12074.034
Colombia,Luxembourg,9825.898
Colombia,"China, Macao SAR",35.268
Colombia,Madagascar,1208.822
Colombia,Malaysia,203951.362
Colombia,Mali,13.914
Colombia,Malta,7349.671
Colombia,Mauritania,1840.009
Colombia,Mauritius,642.986
Colombia,Mexico,3220596.842
Colombia,"Other Asia, nes",367779.974
Colombia,Mongolia,1.832
Colombia,Rep. of Moldova,860.087
Colombia,Montenegro,5.112
Colombia,Morocco,68750.867
Colombia,Mozambique,108.863
Colombia,Oman,38955.825
Colombia,Namibia,5.213
Colombia,Nauru,53.78
Colombia,Nepal,25.508
Colombia,Netherlands,529670.948
Colombia,CuraÃ§ao,49.87
Colombia,Aruba,638.929
Colombia,New Caledonia,3.208
Colombia,New Zealand,17929.118
Colombia,Nicaragua,15568.485999999999
Colombia,Niger,11.774
Colombia,Nigeria,92656.844
Colombia,Niue,136.998
Colombia,Norway,46430.189
Colombia,N. Mariana Isds,0.393
Colombia,Pakistan,51621.915
Colombia,Panama,30530.406
Colombia,Papua New Guinea,5.805999999999999
Colombia,Paraguay,30263.104
Colombia,Peru,930424.024
Colombia,Philippines,53513.905
Colombia,Pitcairn,141.84799999999998
Colombia,Poland,214467.671
Colombia,Portugal,92290.227
Colombia,Qatar,8810.663999999999
Colombia,Romania,82350.852
Colombia,Russian Federation,309862.964
Colombia,Rwanda,6.237
Colombia,Saint Helena,2.405
Colombia,Saint Kitts and Nevis,281.075
Colombia,Anguilla,3.415
Colombia,Saint Lucia,1.91
Colombia,San Marino,138.989
Colombia,Sao Tome and Principe,654.383
Colombia,Saudi Arabia,57482.86
Colombia,Senegal,1061.249
Colombia,Serbia,2148.77
Colombia,Seychelles,59.56
Colombia,Sierra Leone,9.876
Colombia,India,1406406.053
Colombia,Singapore,172670.048
Colombia,Slovakia,89521.821
Colombia,Viet Nam,1005668.684
Colombia,Slovenia,30458.966
Colombia,Somalia,3.726
Colombia,South Africa,42962.199
Colombia,Zimbabwe,32.742000000000004
Colombia,Spain,1134580.81
Colombia,Sudan,128.181
Colombia,Suriname,1504.863
Colombia,Eswatini,48.588
Colombia,Sweden,233912.389
Colombia,Switzerland,527946.476
Colombia,Syria,152.51399999999998
Colombia,Tajikistan,4.205
Colombia,Thailand,428076.195
Colombia,Togo,4.97
Colombia,Tokelau,266.432
Colombia,Trinidad and Tobago,247616.277
Colombia,United Arab Emirates,74243.667
Colombia,Tunisia,6473.388
Colombia,TÃ¼rkiye,300840.434
Colombia,Turkmenistan,83.356
Colombia,Uganda,47.203
Colombia,Ukraine,25881.940000000002
Colombia,North Macedonia,224.867
Colombia,Egypt,18649.206000000002
Colombia,United Kingdom,643411.725
Colombia,United Rep. of Tanzania,640.866
Colombia,USA,17018349.073
Colombia,Burkina Faso,29.686
Colombia,Uruguay,95801.76699999999
Colombia,Uzbekistan,5116.836
Colombia,Venezuela,134010.327
Colombia,Zambia,1.085
Comoros,Argentina,1917.449
Comoros,Australia,169.017
Comoros,Austria,30.93
Comoros,Belgium,3828.82
Comoros,Brazil,12518.472
Comoros,Bulgaria,28.542
Comoros,Cambodia,22.625
Comoros,Canada,357.479
Comoros,China,96572.382
Comoros,Colombia,143.976
Comoros,Croatia,73.678
Comoros,Cyprus,356.70599999999996
Comoros,Czechia,1035.9950000000001
Comoros,Benin,12.785
Comoros,Denmark,328.11899999999997
Comoros,Finland,34.566
Comoros,France,31749.947
Comoros,Germany,2198.841
Comoros,Greece,833.949
Comoros,"China, Hong Kong SAR",56.855000000000004
Comoros,Hungary,12.044
Comoros,Indonesia,4071.095
Comoros,Ireland,13.031
Comoros,Israel,1
Comoros,Italy,740.725
Comoros,CÃ´te d'Ivoire,1.647
Comoros,Japan,10255.917
Comoros,Kenya,1171.713
Comoros,Rep. of Korea,1686.295
Comoros,Kuwait,44.278
Comoros,Latvia,2.714
Comoros,Luxembourg,0.178
Comoros,Madagascar,6950.075
Comoros,Malaysia,6544.224
Comoros,Mauritania,7.691000000000001
Comoros,Mauritius,5546.43
Comoros,"Other Asia, nes",18.099
Comoros,Morocco,2541.752
Comoros,Netherlands,4922.036
Comoros,New Zealand,0.694
Comoros,Pakistan,26108.599
Comoros,Poland,10076.669
Comoros,Portugal,151.469
Comoros,Romania,25.282
Comoros,Saudi Arabia,11463.778
Comoros,Senegal,34.371
Comoros,India,34271.514
Comoros,Singapore,1990.761
Comoros,Slovakia,195.803
Comoros,Slovenia,126.831
Comoros,South Africa,3982.0099999999998
Comoros,Spain,6289.235
Comoros,Sweden,45.233
Comoros,Switzerland,92.962
Comoros,Thailand,1307.6599999999999
Comoros,Tunisia,1082.4370000000001
Comoros,TÃ¼rkiye,19334.358
Comoros,Uganda,90.319
Comoros,Ukraine,119.886
Comoros,Egypt,3032.608
Comoros,United Kingdom,773.683
Comoros,United Rep. of Tanzania,31155.117000000002
Comoros,USA,4109.746
Congo,Angola,216144.968
Congo,Argentina,14086.617
Congo,Australia,720.328
Congo,Austria,2343.308
Congo,Belgium,96371.166
Congo,Bolivia (Plurinational State of),343.618
Congo,Bosnia Herzegovina,28.860000000000003
Congo,Brazil,119862.783
Congo,Bulgaria,596.258
Congo,Myanmar,189.15
Congo,Cambodia,185.471
Congo,Canada,12644.318000000001
Congo,Sri Lanka,4254.946
Congo,Chile,17088.448
Congo,China,1654058.569
Congo,Colombia,3170.694
Congo,Costa Rica,33.347
Congo,Croatia,1210.357
Congo,Cyprus,57.279
Congo,Czechia,5421.494
Congo,Benin,597.448
Congo,Denmark,5259.746
Congo,Ecuador,113.81099999999999
Congo,Estonia,4607.5650000000005
Congo,Finland,7192.4
Congo,France,390572.618
Congo,Germany,81788.775
Congo,Greece,2695.407
Congo,Guatemala,80.724
Congo,"China, Hong Kong SAR",30949.097
Congo,Hungary,1117.115
Congo,Iceland,73.518
Congo,Indonesia,113591.862
Congo,Ireland,19237.584
Congo,Israel,2566
Congo,Italy,117269.65
Congo,CÃ´te d'Ivoire,11779.89
Congo,Japan,1192.555
Congo,Kazakhstan,53.163
Congo,Kenya,14408.552
Congo,Rep. of Korea,19809.661
Congo,Kuwait,469.71
Congo,Kyrgyzstan,3.8
Congo,Lesotho,0.036
Congo,Latvia,14118.948
Congo,Lithuania,10243.084
Congo,Luxembourg,5457.708
Congo,Madagascar,49.062999999999995
Congo,Malawi,3551.043
Congo,Malaysia,60212.676
Congo,Malta,1518.213
Congo,Mauritania,4423.136
Congo,Mauritius,952.2220000000001
Congo,"Other Asia, nes",2310.83
Congo,Rep. of Moldova,298.416
Congo,Montenegro,1501.877
Congo,Morocco,75863.299
Congo,Mozambique,19643.136
Congo,Namibia,8669.893
Congo,Netherlands,122916.217
Congo,New Zealand,2418.788
Congo,Nicaragua,9692.4
Congo,Niger,0.869
Congo,Nigeria,8127.82
Congo,Norway,77528.44
Congo,Pakistan,2277.226
Congo,Paraguay,4017.6240000000003
Congo,Philippines,1510.299
Congo,Poland,36969.339
Congo,Portugal,11902.646999999999
Congo,Romania,11863.689
Congo,Saudi Arabia,3726.772
Congo,Senegal,20165.407
Congo,Serbia,977.695
Congo,India,169183.191
Congo,Singapore,27482.167
Congo,Slovakia,2445.829
Congo,Slovenia,2992.781
Congo,South Africa,100206.955
Congo,Zimbabwe,292.746
Congo,Spain,33539.476
Congo,Sweden,23223.087
Congo,Switzerland,4976.465
Congo,Thailand,64297.161
Congo,Tunisia,13567.879
Congo,TÃ¼rkiye,115897.248
Congo,Uganda,3450.89
Congo,Ukraine,3169.8410000000003
Congo,Egypt,20258.25
Congo,United Kingdom,63205.825
Congo,United Rep. of Tanzania,5816.215
Congo,USA,227786.154
Congo,Burkina Faso,328.293
Congo,Uruguay,4192.204
Congo,Zambia,9704.374
Dem. Rep. of the Congo,Angola,172868.801
Dem. Rep. of the Congo,Argentina,9369.611
Dem. Rep. of the Congo,Australia,3667.734
Dem. Rep. of the Congo,Austria,5634.6449999999995
Dem. Rep. of the Congo,Bahrain,392.492
Dem. Rep. of the Congo,Belgium,372609.232
Dem. Rep. of the Congo,Bolivia (Plurinational State of),552.005
Dem. Rep. of the Congo,Bosnia Herzegovina,282.546
Dem. Rep. of the Congo,Brazil,191495.315
Dem. Rep. of the Congo,Bulgaria,1474.907
Dem. Rep. of the Congo,Canada,14593.251
Dem. Rep. of the Congo,Chile,221.482
Dem. Rep. of the Congo,China,4334804.555
Dem. Rep. of the Congo,Colombia,502.565
Dem. Rep. of the Congo,Croatia,267.831
Dem. Rep. of the Congo,Cyprus,99.924
Dem. Rep. of the Congo,Czechia,8243.823
Dem. Rep. of the Congo,Benin,530.001
Dem. Rep. of the Congo,Denmark,19899.905
Dem. Rep. of the Congo,Dominican Rep.,0.3
Dem. Rep. of the Congo,Estonia,3158.583
Dem. Rep. of the Congo,Finland,49415.224
Dem. Rep. of the Congo,France,222172.275
Dem. Rep. of the Congo,Germany,133726.82
Dem. Rep. of the Congo,Greece,1908.483
Dem. Rep. of the Congo,"China, Hong Kong SAR",37313.018
Dem. Rep. of the Congo,Hungary,2208.3509999999997
Dem. Rep. of the Congo,Indonesia,32736.346
Dem. Rep. of the Congo,Ireland,26603.487
Dem. Rep. of the Congo,Israel,4454
Dem. Rep. of the Congo,Italy,82099.503
Dem. Rep. of the Congo,CÃ´te d'Ivoire,44936.094
Dem. Rep. of the Congo,Japan,157039.013
Dem. Rep. of the Congo,Kazakhstan,91.866
Dem. Rep. of the Congo,Kenya,235922.819
Dem. Rep. of the Congo,Rep. of Korea,41962.661
Dem. Rep. of the Congo,Kuwait,128.557
Dem. Rep. of the Congo,Lesotho,29.14
Dem. Rep. of the Congo,Latvia,16005.400000000001
Dem. Rep. of the Congo,Lithuania,18581.138
Dem. Rep. of the Congo,Luxembourg,2704.816
Dem. Rep. of the Congo,Madagascar,34.668
Dem. Rep. of the Congo,Malawi,9863.179
Dem. Rep. of the Congo,Malaysia,25620.836
Dem. Rep. of the Congo,Malta,2934.994
Dem. Rep. of the Congo,Mauritania,53455.729999999996
Dem. Rep. of the Congo,Mauritius,21.474999999999998
Dem. Rep. of the Congo,"Other Asia, nes",7653.289
Dem. Rep. of the Congo,Rep. of Moldova,20.189
Dem. Rep. of the Congo,Morocco,46811.494999999995
Dem. Rep. of the Congo,Mozambique,3746.043
Dem. Rep. of the Congo,Namibia,215700.643
Dem. Rep. of the Congo,Netherlands,88292.212
Dem. Rep. of the Congo,New Zealand,1393.274
Dem. Rep. of the Congo,Nicaragua,3
Dem. Rep. of the Congo,Norway,7681.240000000001
Dem. Rep. of the Congo,Pakistan,18333.712
Dem. Rep. of the Congo,Paraguay,1469.921
Dem. Rep. of the Congo,Peru,1478.2939999999999
Dem. Rep. of the Congo,Poland,134165.65600000002
Dem. Rep. of the Congo,Portugal,14222.896
Dem. Rep. of the Congo,Romania,10969.975
Dem. Rep. of the Congo,Saudi Arabia,29270.594999999998
Dem. Rep. of the Congo,Senegal,2937.2799999999997
Dem. Rep. of the Congo,Serbia,2600.947
Dem. Rep. of the Congo,India,543692.884
Dem. Rep. of the Congo,Singapore,28122.865
Dem. Rep. of the Congo,Slovakia,547.3199999999999
Dem. Rep. of the Congo,Slovenia,1338.956
Dem. Rep. of the Congo,South Africa,1360028.383
Dem. Rep. of the Congo,Zimbabwe,7509.939
Dem. Rep. of the Congo,Spain,60340.418
Dem. Rep. of the Congo,Sweden,28005.698
Dem. Rep. of the Congo,Switzerland,31620.636000000002
Dem. Rep. of the Congo,Thailand,75639.903
Dem. Rep. of the Congo,Tunisia,7485.552
Dem. Rep. of the Congo,TÃ¼rkiye,135746.508
Dem. Rep. of the Congo,Uganda,478332.049
Dem. Rep. of the Congo,Ukraine,5374.513
Dem. Rep. of the Congo,Egypt,17113.064
Dem. Rep. of the Congo,United Kingdom,52752.68
Dem. Rep. of the Congo,United Rep. of Tanzania,313312.365
Dem. Rep. of the Congo,USA,240431.637
Dem. Rep. of the Congo,Burkina Faso,2612.022
Dem. Rep. of the Congo,Uruguay,56.064
Dem. Rep. of the Congo,Zambia,1201413.653
Cook Isds,Australia,6739.134
Cook Isds,Austria,20.103
Cook Isds,Belgium,94.10199999999999
Cook Isds,Brazil,4309.03
Cook Isds,Bulgaria,0.186
Cook Isds,Canada,102.994
Cook Isds,Sri Lanka,13.391
Cook Isds,China,20292.601
Cook Isds,Costa Rica,344.363
Cook Isds,Czechia,1.062
Cook Isds,Denmark,123.941
Cook Isds,Fiji,21874.617
Cook Isds,Finland,214.79899999999998
Cook Isds,France,2492.266
Cook Isds,Germany,228.334
Cook Isds,Greece,960.2339999999999
Cook Isds,Hungary,50.807
Cook Isds,Indonesia,601.127
Cook Isds,Israel,113
Cook Isds,Italy,78442.11200000001
Cook Isds,Japan,3189.3250000000003
Cook Isds,Rep. of Korea,16.694
Cook Isds,Luxembourg,65.029
Cook Isds,Malaysia,248.52800000000002
Cook Isds,Mauritania,0.189
Cook Isds,Mauritius,1059.802
Cook Isds,"Other Asia, nes",76.94500000000001
Cook Isds,Namibia,119.596
Cook Isds,Netherlands,538.944
Cook Isds,New Zealand,94686.727
Cook Isds,Norway,18.102999999999998
Cook Isds,Pakistan,11.2
Cook Isds,Poland,46.158
Cook Isds,Portugal,0.049
Cook Isds,Senegal,1.809
Cook Isds,Serbia,53.271
Cook Isds,India,172.717
Cook Isds,Singapore,201.69
Cook Isds,Slovakia,0.032
Cook Isds,Slovenia,15.699
Cook Isds,South Africa,1204.1680000000001
Cook Isds,Spain,3.883
Cook Isds,Sweden,21.102
Cook Isds,Switzerland,0.168
Cook Isds,Thailand,1378.17
Cook Isds,TÃ¼rkiye,17416.041
Cook Isds,Ukraine,7.2860000000000005
Cook Isds,United Kingdom,1096.155
Cook Isds,USA,4768.658
Costa Rica,Afghanistan,2.9139999999999997
Costa Rica,Albania,288.622
Costa Rica,American Samoa,81.333
Costa Rica,Andorra,38.932
Costa Rica,Angola,20.101
Costa Rica,Antigua and Barbuda,133.628
Costa Rica,Azerbaijan,0.137
Costa Rica,Argentina,198221.733
Costa Rica,Australia,24286.4
Costa Rica,Austria,51290.657
Costa Rica,Bahamas,4768.598999999999
Costa Rica,Bahrain,1510.526
Costa Rica,Bangladesh,27045.657
Costa Rica,Armenia,50.51
Costa Rica,Barbados,108.873
Costa Rica,Belgium,134054.772
Costa Rica,Bermuda,3.486
Costa Rica,Bolivia (Plurinational State of),3845.167
Costa Rica,Bosnia Herzegovina,231.66899999999998
Costa Rica,Botswana,10.472
Costa Rica,Brazil,625223.0430000001
Costa Rica,Belize,1031.462
Costa Rica,Br. Indian Ocean Terr.,2.257
Costa Rica,Solomon Isds,0.699
Costa Rica,Br. Virgin Isds,243.708
Costa Rica,Brunei Darussalam,1.2510000000000001
Costa Rica,Bulgaria,6868.893
Costa Rica,Myanmar,1325.76
Costa Rica,Belarus,2256.658
Costa Rica,Cambodia,14192.691
Costa Rica,Cameroon,4.06
Costa Rica,Canada,251144.125
Costa Rica,Cayman Isds,1.723
Costa Rica,Central African Rep.,1.6460000000000001
Costa Rica,Sri Lanka,6498.342
Costa Rica,Chad,0.357
Costa Rica,Chile,358879.446
Costa Rica,China,4042683.557
Costa Rica,Cocos Isds,11.289
Costa Rica,Colombia,397500.618
Costa Rica,Congo,3.503
Costa Rica,Dem. Rep. of the Congo,58.342
Costa Rica,Croatia,452.21500000000003
Costa Rica,Cuba,962.5469999999999
Costa Rica,Cyprus,492.401
Costa Rica,Czechia,17415.311
Costa Rica,Benin,23.629
Costa Rica,Denmark,78899.169
Costa Rica,Dominica,141.011
Costa Rica,Dominican Rep.,69199.065
Costa Rica,Ecuador,51155.078
Costa Rica,El Salvador,310635.63300000003
Costa Rica,Equatorial Guinea,1.4
Costa Rica,Ethiopia,53.865
Costa Rica,Eritrea,0.532
Costa Rica,Estonia,2995.443
Costa Rica,Falkland Isds (Malvinas),64.144
Costa Rica,Fiji,131.669
Costa Rica,Finland,30948.113
Costa Rica,France,143736.481
Costa Rica,French Polynesia,2.667
Costa Rica,Fr. South Antarctic Terr.,7.978999999999999
Costa Rica,Gabon,1.69
Costa Rica,Georgia,249.105
Costa Rica,Gambia,378.175
Costa Rica,State of Palestine,0.631
Costa Rica,Germany,540812.372
Costa Rica,Ghana,2.398
Costa Rica,Gibraltar,481.215
Costa Rica,Kiribati,0.017
Costa Rica,Greece,18261.459
Costa Rica,Greenland,0.165
Costa Rica,Grenada,19.319
Costa Rica,Guam,0.045
Costa Rica,Guatemala,685745.946
Costa Rica,Guinea,2.3480000000000003
Costa Rica,Guyana,967.8309999999999
Costa Rica,Haiti,263.846
Costa Rica,Honduras,183410.827
Costa Rica,"China, Hong Kong SAR",129174.298
Costa Rica,Hungary,87025.446
Costa Rica,Iceland,1338.949
Costa Rica,Indonesia,135864.211
Costa Rica,Iran,103.336
Costa Rica,Ireland,145206.74599999998
Costa Rica,Israel,39889.509
Costa Rica,Italy,277211.442
Costa Rica,CÃ´te d'Ivoire,20.459
Costa Rica,Jamaica,1072.887
Costa Rica,Japan,609801.997
Costa Rica,Kazakhstan,0.8300000000000001
Costa Rica,Jordan,955.7909999999999
Costa Rica,Kenya,155.623
Costa Rica,Dem. People's Rep. of Korea,105.44500000000001
Costa Rica,Rep. of Korea,284622.717
Costa Rica,Kuwait,3.598
Costa Rica,Kyrgyzstan,69.318
Costa Rica,Lao People's Dem. Rep.,1060.176
Costa Rica,Lebanon,52.769999999999996
Costa Rica,Lesotho,7.801
Costa Rica,Latvia,2282.828
Costa Rica,Liberia,28.464
Costa Rica,Lithuania,3590.899
Costa Rica,Luxembourg,1865.133
Costa Rica,"China, Macao SAR",653.186
Costa Rica,Madagascar,77.128
Costa Rica,Malawi,1.316
Costa Rica,Malaysia,145919.701
Costa Rica,Maldives,405.71299999999997
Costa Rica,Mali,25.436
Costa Rica,Malta,385.014
Costa Rica,Mauritania,3.106
Costa Rica,Mauritius,107.344
Costa Rica,Mexico,1494957.114
Costa Rica,"Other Asia, nes",165896.86
Costa Rica,Mongolia,0.168
Costa Rica,Rep. of Moldova,20.413
Costa Rica,Montenegro,1.633
Costa Rica,Montserrat,0.92
Costa Rica,Morocco,13000.673999999999
Costa Rica,Mozambique,48.259
Costa Rica,Oman,1565.299
Costa Rica,Namibia,3.2030000000000003
Costa Rica,Nauru,10.291
Costa Rica,Nepal,95.283
Costa Rica,Netherlands,356731.98
Costa Rica,CuraÃ§ao,79.061
Costa Rica,Aruba,73.146
Costa Rica,Saint Maarten,13.392
Costa Rica,Bonaire,0.72
Costa Rica,New Caledonia,12.159
Costa Rica,Vanuatu,0.894
Costa Rica,New Zealand,11168.904
Costa Rica,Nicaragua,226790.133
Costa Rica,Nigeria,291.412
Costa Rica,Niue,1.391
Costa Rica,Norway,22951.197
Costa Rica,N. Mariana Isds,0.656
Costa Rica,Marshall Isds,0.102
Costa Rica,Pakistan,8174.663
Costa Rica,Panama,376143.808
Costa Rica,Papua New Guinea,0.42
Costa Rica,Paraguay,16197.188
Costa Rica,Peru,113480.253
Costa Rica,Philippines,46833.612
Costa Rica,Poland,44175.084
Costa Rica,Portugal,19698.381
Costa Rica,Timor-Leste,5.901
Costa Rica,Qatar,8960.106
Costa Rica,Romania,6044.9
Costa Rica,Russian Federation,68873.578
Costa Rica,Rwanda,2.65
Costa Rica,Saint Helena,0.039
Costa Rica,Saint Kitts and Nevis,17.07
Costa Rica,Anguilla,21.276999999999997
Costa Rica,San Marino,464.331
Costa Rica,Saudi Arabia,6727.469
Costa Rica,Senegal,4.992
Costa Rica,Serbia,1966.752
Costa Rica,Seychelles,4.248
Costa Rica,Sierra Leone,9.479
Costa Rica,India,274585.592
Costa Rica,Singapore,90073.704
Costa Rica,Slovakia,14518.65
Costa Rica,Viet Nam,217828.738
Costa Rica,Slovenia,7840.049
Costa Rica,Somalia,2.835
Costa Rica,South Africa,6441.354
Costa Rica,Zimbabwe,0.08
Costa Rica,Spain,399659.119
Costa Rica,South Sudan,3.614
Costa Rica,Suriname,111.429
Costa Rica,Eswatini,1.675
Costa Rica,Sweden,52131.448000000004
Costa Rica,Switzerland,193422.146
Costa Rica,Syria,77.59
Costa Rica,Tajikistan,11.378
Costa Rica,Thailand,220237.683
Costa Rica,Togo,0.288
Costa Rica,Tokelau,4.087
Costa Rica,Trinidad and Tobago,3189.729
Costa Rica,United Arab Emirates,21186.185
Costa Rica,Tunisia,2102.181
Costa Rica,TÃ¼rkiye,121684.874
Costa Rica,Turkmenistan,30.075000000000003
Costa Rica,Turks and Caicos Isds,1.328
Costa Rica,Uganda,6.578
Costa Rica,Ukraine,8111.312
Costa Rica,North Macedonia,29.091
Costa Rica,Egypt,7041.795
Costa Rica,United Kingdom,162411.516
Costa Rica,United Rep. of Tanzania,7.428
Costa Rica,USA,8639648.292
Costa Rica,Burkina Faso,0.062
Costa Rica,Uruguay,44188.603
Costa Rica,Uzbekistan,27.473000000000003
Costa Rica,Venezuela,8637.746000000001
Costa Rica,Samoa,0.013
Costa Rica,Zambia,22.759
