Kraj_importujacy,Kraj_eksportujacy,Wartosc_importu
Croatia,Afghanistan,0.052
Croatia,Albania,33844.038
Croatia,Algeria,181703.163
Croatia,Angola,78379.36099999999
Croatia,Antigua and Barbuda,0.952
Croatia,Azerbaijan,982966.7
Croatia,Argentina,10389.861
Croatia,Australia,5620.864
Croatia,Austria,2441325.9560000002
Croatia,Bahamas,2.689
Croatia,Bahrain,4568.389
Croatia,Bangladesh,62028.358
Croatia,Armenia,470.20300000000003
Croatia,Barbados,0.499
Croatia,Belgium,737207.838
Croatia,Bolivia (Plurinational State of),319.56399999999996
Croatia,Bosnia Herzegovina,1347255.901
Croatia,Botswana,1.766
Croatia,Brazil,32264.8
Croatia,Br. Virgin Isds,50.879
Croatia,Bulgaria,595756.503
Croatia,Myanmar,9188.09
Croatia,Belarus,755.701
Croatia,Cambodia,18688.473
Croatia,Cameroon,2.116
Croatia,Canada,116330.91799999999
Croatia,Cayman Isds,28402.7
Croatia,Central African Rep.,7.059
Croatia,Sri Lanka,16360.360999999999
Croatia,Chad,0.835
Croatia,Chile,2648.687
Croatia,China,1855788.567
Croatia,Colombia,17951.398
Croatia,Congo,7.211
Croatia,Dem. Rep. of the Congo,0.036
Croatia,Cook Isds,1056.2
Croatia,Costa Rica,1596.19
Croatia,Cuba,113.495
Croatia,Cyprus,20375.740999999998
Croatia,Czechia,1063549.25
Croatia,Benin,60.17
Croatia,Denmark,343823.447
Croatia,Dominican Rep.,265.48199999999997
Croatia,Ecuador,32729.533
Croatia,El Salvador,40.604
Croatia,Ethiopia,14130.978
Croatia,Eritrea,3218.2200000000003
Croatia,Estonia,30386.561999999998
Croatia,Finland,71604.299
Croatia,France,1854966.905
Croatia,French Polynesia,0.297
Croatia,Gabon,65.44
Croatia,Georgia,717.14
Croatia,State of Palestine,13.563
Croatia,Germany,6509951.078
Croatia,Ghana,79.842
Croatia,Gibraltar,3904.1800000000003
Croatia,Greece,497348.277
Croatia,Grenada,4.494
Croatia,Guatemala,41.582
Croatia,Guyana,26036.665
Croatia,Haiti,0.875
Croatia,Honduras,32.164
Croatia,"China, Hong Kong SAR",14807.960000000001
Croatia,Hungary,3045373.857
Croatia,Iceland,1002.91
Croatia,Indonesia,107715.43699999999
Croatia,Iran,8557.092
Croatia,Iraq,534.904
Croatia,Ireland,149194.858
Croatia,Israel,33456.441
Croatia,Italy,6103703.157
Croatia,CÃ´te d'Ivoire,52819.257
Croatia,Jamaica,0.003
Croatia,Japan,65198.71
Croatia,Kazakhstan,315370.37100000004
Croatia,Jordan,323.377
Croatia,Kenya,1181.292
Croatia,Rep. of Korea,85490.388
Croatia,Kuwait,59
Croatia,Kyrgyzstan,2919.776
Croatia,Lao People's Dem. Rep.,5.4159999999999995
Croatia,Lebanon,70.053
Croatia,Latvia,24037.948
Croatia,Libya,68873.723
Croatia,Lithuania,87549.768
Croatia,Luxembourg,20735.484
Croatia,"China, Macao SAR",152.231
Croatia,Madagascar,34.62
Croatia,Malawi,156.59
Croatia,Malaysia,15850.984
Croatia,Mali,0.061
Croatia,Malta,7377.276
Croatia,Mauritania,105.137
Croatia,Mauritius,736.521
Croatia,Mexico,15032.648000000001
Croatia,"Other Asia, nes",47031.609000000004
Croatia,Mongolia,1.103
Croatia,Rep. of Moldova,13027.568
Croatia,Montenegro,12158.308
Croatia,Morocco,18929.915
Croatia,Mozambique,3895.2219999999998
Croatia,Oman,671.621
Croatia,Namibia,549.933
Croatia,Nepal,218.654
Croatia,Netherlands,1809409.328
Croatia,New Zealand,5822.106
Croatia,Nicaragua,746.935
Croatia,Niger,1.033
Croatia,Nigeria,254394.44499999998
Croatia,Norway,158067.993
Croatia,Pakistan,29836.919
Croatia,Panama,1270.248
Croatia,Papua New Guinea,75.166
Croatia,Paraguay,603.094
Croatia,Peru,1022.406
Croatia,Philippines,3821.071
Croatia,Poland,1852800.127
Croatia,Portugal,81239.326
Croatia,Qatar,1103.61
Croatia,Romania,625580.181
Croatia,Russian Federation,164967.615
Croatia,Rwanda,28.164
Croatia,San Marino,794.683
Croatia,Saudi Arabia,87481.637
Croatia,Senegal,69.134
Croatia,Serbia,1078388.074
Croatia,Seychelles,1097.2250000000001
Croatia,Sierra Leone,9.17
Croatia,India,278136.32
Croatia,Singapore,35643.742
Croatia,Slovakia,1035645.666
Croatia,Viet Nam,70509.607
Croatia,Slovenia,5407545.508
Croatia,South Africa,9976.871
Croatia,Zimbabwe,2424.996
Croatia,Spain,1153981.087
Croatia,Suriname,1043.491
Croatia,Eswatini,233.66
Croatia,Sweden,330474.978
Croatia,Switzerland,295680.958
Croatia,Syria,1.135
Croatia,Tajikistan,2178.451
Croatia,Thailand,33786.296
Croatia,Togo,0.491
Croatia,Trinidad and Tobago,139883.618
Croatia,United Arab Emirates,22594.518
Croatia,Tunisia,21158.706
Croatia,TÃ¼rkiye,739849.587
Croatia,Turkmenistan,1.16
Croatia,Turks and Caicos Isds,4.047
Croatia,Tuvalu,0.425
Croatia,Uganda,2026.251
Croatia,Ukraine,79466.722
Croatia,North Macedonia,145532.375
Croatia,Egypt,62064.731
Croatia,United Kingdom,179868.902
Croatia,United Rep. of Tanzania,13.753
Croatia,USA,1047916.917
Croatia,Burkina Faso,6.009
Croatia,Uruguay,226.346
Croatia,Uzbekistan,536.808
Croatia,Venezuela,195.95600000000002
Cuba,Angola,720.422
Cuba,Argentina,9757.483
Cuba,Australia,8.119
Cuba,Austria,8349.055
Cuba,Bahamas,11.905
Cuba,Armenia,165.603
Cuba,Barbados,5.537
Cuba,Belgium,50311.226
Cuba,Bolivia (Plurinational State of),204.32999999999998
Cuba,Bosnia Herzegovina,641.828
Cuba,Brazil,277095.544
Cuba,Belize,3.913
Cuba,Bulgaria,4457.008
Cuba,Cambodia,114.084
Cuba,Canada,194466.402
Cuba,Sri Lanka,1.546
Cuba,Chile,14109.241
Cuba,China,643798.416
Cuba,Colombia,58574.997
Cuba,Costa Rica,39735.397
Cuba,Croatia,154.84699999999998
Cuba,Cyprus,89.729
Cuba,Czechia,7700.75
Cuba,Denmark,2773.509
Cuba,Dominican Rep.,81155.518
Cuba,Ecuador,5989.693
Cuba,El Salvador,5225.981
Cuba,Estonia,2124.269
Cuba,Finland,292.533
Cuba,France,29566.226000000002
Cuba,Gambia,8.721
Cuba,Germany,110012.142
Cuba,Greece,1190.561
Cuba,Guatemala,4048.925
Cuba,Honduras,1975.879
Cuba,"China, Hong Kong SAR",609.429
Cuba,Hungary,2115.625
Cuba,Iceland,40.891
Cuba,Indonesia,9423.495
Cuba,Ireland,63.34
Cuba,Israel,2846
Cuba,Italy,201026.833
Cuba,Japan,8991.4
Cuba,Kazakhstan,2.777
Cuba,Kenya,245.01700000000002
Cuba,Rep. of Korea,20177.367000000002
Cuba,Kyrgyzstan,0.134
Cuba,Latvia,247.131
Cuba,Lithuania,1394.776
Cuba,Luxembourg,0.381
Cuba,Malaysia,6903.553
Cuba,Mexico,63660.423
Cuba,"Other Asia, nes",1213.4370000000001
Cuba,Rep. of Moldova,34.968
Cuba,Morocco,890.344
Cuba,Mozambique,49.332
Cuba,Namibia,36.667
Cuba,Netherlands,145376.087
Cuba,New Zealand,3391.575
Cuba,Nicaragua,4453.82
Cuba,Niger,385.543
Cuba,Norway,81.895
Cuba,Panama,13864.195
Cuba,Paraguay,1174.959
Cuba,Peru,15296.847
Cuba,Philippines,3927.5240000000003
Cuba,Poland,36214.349
Cuba,Portugal,30670.332
Cuba,Romania,148.905
Cuba,Saudi Arabia,8714.800000000001
Cuba,Senegal,6.396000000000001
Cuba,Serbia,82.842
Cuba,India,12318.48
Cuba,Singapore,1557.98
Cuba,Slovakia,2658.49
Cuba,Slovenia,570.356
Cuba,South Africa,4134.87
Cuba,Spain,835429.419
Cuba,Sweden,2068.6749999999997
Cuba,Switzerland,7959.088
Cuba,Thailand,2056.63
Cuba,Tunisia,260.718
Cuba,TÃ¼rkiye,123058.784
Cuba,Uganda,58.367
Cuba,Ukraine,2557.444
Cuba,North Macedonia,384.356
Cuba,Egypt,8463.12
Cuba,United Kingdom,7395.759
Cuba,United Rep. of Tanzania,444.948
Cuba,USA,519046.516
Cuba,Uruguay,6181.299
Cyprus,Afghanistan,1.51
Cyprus,Albania,2322.149
Cyprus,Algeria,52365.524000000005
Cyprus,American Samoa,1.64
Cyprus,Andorra,8.811
Cyprus,Angola,2290.0609999999997
Cyprus,Antigua and Barbuda,1265.137
Cyprus,Azerbaijan,15303.695
Cyprus,Argentina,70146.213
Cyprus,Australia,6826.277
Cyprus,Austria,109981.977
Cyprus,Bahamas,0.373
Cyprus,Bahrain,946.675
Cyprus,Bangladesh,10416.849
Cyprus,Armenia,4087.033
Cyprus,Barbados,86.938
Cyprus,Belgium,246073.669
Cyprus,Bermuda,182916.62099999998
Cyprus,Bolivia (Plurinational State of),0.095
Cyprus,Bosnia Herzegovina,1618.056
Cyprus,Botswana,1574.1699999999998
Cyprus,Brazil,75573.45599999999
Cyprus,Belize,8.035
Cyprus,Br. Indian Ocean Terr.,1.036
Cyprus,Br. Virgin Isds,0.038
Cyprus,Brunei Darussalam,0.071
Cyprus,Bulgaria,127074.427
Cyprus,Myanmar,516.05
Cyprus,Burundi,1.651
Cyprus,Belarus,580.955
Cyprus,Cambodia,1136.971
Cyprus,Cameroon,1306.073
Cyprus,Canada,9471.98
Cyprus,Cabo Verde,5.356
Cyprus,Cayman Isds,10688.507
Cyprus,Central African Rep.,58.331999999999994
Cyprus,Sri Lanka,3835.336
Cyprus,Chad,5.449
Cyprus,Chile,16745.418
Cyprus,China,1214165.197
Cyprus,Colombia,86.452
Cyprus,Congo,0.114
Cyprus,Dem. Rep. of the Congo,82.782
Cyprus,Costa Rica,415.069
Cyprus,Croatia,34318.282
Cyprus,Cuba,45631.451
Cyprus,Czechia,91091.375
Cyprus,Benin,26.666999999999998
Cyprus,Denmark,92942.352
Cyprus,Dominica,5.999
Cyprus,Dominican Rep.,1035
Cyprus,Ecuador,7819.153
Cyprus,El Salvador,12.318
Cyprus,Ethiopia,0.801
Cyprus,Eritrea,18.686
Cyprus,Estonia,14533.377
Cyprus,Fiji,298.214
Cyprus,Finland,41448.769
Cyprus,France,313357.874
Cyprus,French Polynesia,0.27
Cyprus,Djibouti,0.04
Cyprus,Gabon,505.483
Cyprus,Georgia,2947.841
Cyprus,Gambia,0.448
Cyprus,State of Palestine,314.214
Cyprus,Germany,805639.731
Cyprus,Ghana,1139.256
Cyprus,Gibraltar,3.894
Cyprus,Greece,3213915.6689999998
Cyprus,Greenland,273.605
Cyprus,Guam,0.012
Cyprus,Guatemala,19.527
Cyprus,Guinea,10.316
Cyprus,Guyana,27.215
Cyprus,Haiti,16.752
Cyprus,Honduras,93.027
Cyprus,"China, Hong Kong SAR",69257.262
Cyprus,Hungary,78010.803
Cyprus,Iceland,2533.626
Cyprus,Indonesia,14257.627
Cyprus,Iran,487.207
Cyprus,Iraq,18.123
Cyprus,Ireland,161206.792
Cyprus,Israel,610227.0959999999
Cyprus,Italy,1051836.613
Cyprus,CÃ´te d'Ivoire,373.258
Cyprus,Jamaica,0.757
Cyprus,Japan,307001.474
Cyprus,Kazakhstan,6996.995
Cyprus,Jordan,1968.7350000000001
Cyprus,Kenya,4419.032
Cyprus,Rep. of Korea,66783.968
Cyprus,Kuwait,3734.962
Cyprus,Kyrgyzstan,72.632
Cyprus,Lao People's Dem. Rep.,2.8770000000000002
Cyprus,Lebanon,32507.335
Cyprus,Latvia,20300.051
Cyprus,Liberia,42195.819
Cyprus,Libya,100229.653
Cyprus,Lithuania,23230.876
Cyprus,Luxembourg,10747.77
Cyprus,"China, Macao SAR",22.402
Cyprus,Madagascar,136.986
Cyprus,Malawi,2.109
Cyprus,Malaysia,10044.976
Cyprus,Maldives,22.708000000000002
Cyprus,Mali,17.782
Cyprus,Malta,28617.525999999998
Cyprus,Mauritania,669.612
Cyprus,Mauritius,542.812
Cyprus,Mexico,8716.315
Cyprus,"Other Asia, nes",35529.244
Cyprus,Mongolia,1.591
Cyprus,Rep. of Moldova,21030.25
Cyprus,Montenegro,468.52500000000003
Cyprus,Morocco,15357.553
Cyprus,Mozambique,61.168
Cyprus,Oman,6157.418
Cyprus,Namibia,11256.409
Cyprus,Nauru,0.04
Cyprus,Nepal,111.286
Cyprus,Netherlands,604924.637
Cyprus,CuraÃ§ao,0.108
Cyprus,New Zealand,7914.9220000000005
Cyprus,Nicaragua,2384.7670000000003
Cyprus,Niger,65.065
Cyprus,Nigeria,3116.032
Cyprus,Norway,19395.565
Cyprus,N. Mariana Isds,0.199
Cyprus,Marshall Isds,74489.772
Cyprus,Pakistan,15547.433
Cyprus,Panama,9594.810000000001
Cyprus,Paraguay,612.26
Cyprus,Peru,727.441
Cyprus,Philippines,3721.62
Cyprus,Poland,210445.698
Cyprus,Portugal,69100.239
Cyprus,Qatar,4146.1230000000005
Cyprus,Romania,100378.249
Cyprus,Russian Federation,5739.465
Cyprus,Rwanda,24.741000000000003
Cyprus,Saint Kitts and Nevis,27.309
Cyprus,Saint Lucia,0.001
Cyprus,San Marino,245.515
Cyprus,Saudi Arabia,125377.599
Cyprus,Senegal,1269.555
Cyprus,Serbia,47541.465000000004
Cyprus,Seychelles,1482.805
Cyprus,Sierra Leone,0.832
Cyprus,India,106686.605
Cyprus,Singapore,28446.385
Cyprus,Slovakia,76791.371
Cyprus,Viet Nam,58082.724
Cyprus,Slovenia,38720.234
Cyprus,Somalia,0.152
Cyprus,South Africa,31157.069
Cyprus,Zimbabwe,0.419
Cyprus,Spain,711818.089
Cyprus,Suriname,10.77
Cyprus,Eswatini,24.595
Cyprus,Sweden,140741.04200000002
Cyprus,Switzerland,99988.33899999999
Cyprus,Syria,1039.56
Cyprus,Thailand,38306.831
Cyprus,Togo,0.398
Cyprus,Tokelau,0.609
Cyprus,Trinidad and Tobago,0.08600000000000001
Cyprus,United Arab Emirates,61401.434
Cyprus,Tunisia,1311.597
Cyprus,TÃ¼rkiye,2518341.354
Cyprus,Tuvalu,1.303
Cyprus,Uganda,162.775
Cyprus,Ukraine,136623.439
Cyprus,North Macedonia,4951.97
Cyprus,Egypt,173108.93
Cyprus,United Kingdom,433016.133
Cyprus,United Rep. of Tanzania,285.078
Cyprus,USA,275777.479
Cyprus,Burkina Faso,0.177
Cyprus,Uruguay,1527.011
Cyprus,Uzbekistan,171.302
Cyprus,Venezuela,952.263
Cyprus,Yemen,0.03
Cyprus,Zambia,31.532
Czechia,Afghanistan,837.498
Czechia,Albania,65358.496999999996
Czechia,Algeria,1791.959
Czechia,American Samoa,47.897
Czechia,Andorra,1999.9669999999999
Czechia,Angola,12915.314
Czechia,Antigua and Barbuda,67.545
Czechia,Azerbaijan,1103706.176
Czechia,Argentina,54649.482
Czechia,Australia,115577.999
Czechia,Austria,6879804.121
Czechia,Bahamas,112.751
Czechia,Bahrain,46709.865000000005
Czechia,Bangladesh,1019807.99
Czechia,Armenia,4473.426
Czechia,Barbados,4899.733
Czechia,Belgium,3876013.92
Czechia,Bermuda,57.588
Czechia,Bhutan,172.71
Czechia,Bolivia (Plurinational State of),2663.847
Czechia,Bosnia Herzegovina,229321.464
Czechia,Botswana,1891.783
Czechia,Brazil,192442.67
Czechia,Belize,2948.497
Czechia,Br. Indian Ocean Terr.,86.907
Czechia,Solomon Isds,46.025000000000006
Czechia,Br. Virgin Isds,987.2589999999999
Czechia,Brunei Darussalam,108.236
Czechia,Bulgaria,1362188.612
Czechia,Myanmar,109358.137
Czechia,Burundi,51.523
Czechia,Belarus,124603.23300000001
Czechia,Cambodia,232511.305
Czechia,Cameroon,21990.653
Czechia,Canada,282621.43
Czechia,Cabo Verde,21.834
Czechia,Cayman Isds,133.66
Czechia,Central African Rep.,114.718
Czechia,Sri Lanka,83446.221
Czechia,Chad,152.772
Czechia,Chile,31010.402000000002
Czechia,China,34121501.701
Czechia,Christmas Isds,135.014
Czechia,Cocos Isds,41.975
Czechia,Colombia,52203.709
Czechia,Comoros,202.614
Czechia,Congo,49.612
Czechia,Dem. Rep. of the Congo,635.294
Czechia,Cook Isds,68.22999999999999
Czechia,Costa Rica,441613.946
Czechia,Croatia,400065.069
Czechia,Cuba,7458.398
Czechia,Cyprus,42356.316
Czechia,Benin,1201.6319999999998
Czechia,Denmark,1600813.637
Czechia,Dominica,134.203
Czechia,Dominican Rep.,25576.96
Czechia,Ecuador,29938.555
Czechia,El Salvador,3482.4
Czechia,Equatorial Guinea,2.34
Czechia,Ethiopia,7767.574
Czechia,Eritrea,98.236
Czechia,Estonia,216208.144
Czechia,Falkland Isds (Malvinas),3661.248
Czechia,Fiji,388.079
Czechia,Finland,695449.285
Czechia,France,7058120.774
Czechia,French Polynesia,71.9
Czechia,Fr. South Antarctic Terr.,13.489
Czechia,Djibouti,19.262
Czechia,Gabon,195.875
Czechia,Georgia,41149.61
Czechia,Gambia,8.372
Czechia,State of Palestine,94.46600000000001
Czechia,Germany,51150160.124
Czechia,Ghana,4585.238
Czechia,Gibraltar,0.682
Czechia,Kiribati,2.225
Czechia,Greece,603931.485
Czechia,Greenland,237.066
Czechia,Grenada,23.276999999999997
Czechia,Guam,52.717
Czechia,Guatemala,9858.159
Czechia,Guinea,2010.105
Czechia,Guyana,37024.562999999995
Czechia,Haiti,574.593
Czechia,Honduras,4630.152
Czechia,"China, Hong Kong SAR",118685.904
Czechia,Hungary,6079013.119
Czechia,Iceland,93983.75899999999
Czechia,Indonesia,368754.53
Czechia,Iran,12964.92
Czechia,Iraq,70.423
Czechia,Ireland,711442.167
Czechia,Israel,270638.573
Czechia,Italy,8777221.685
Czechia,CÃ´te d'Ivoire,45192.937000000005
Czechia,Jamaica,560.554
Czechia,Japan,3561059.725
Czechia,Kazakhstan,824125.5719999999
Czechia,Jordan,15349.864
Czechia,Kenya,9985.981
Czechia,Dem. People's Rep. of Korea,29.438999999999997
Czechia,Rep. of Korea,3989958.491
Czechia,Kuwait,2857.508
Czechia,Kyrgyzstan,1993.213
Czechia,Lao People's Dem. Rep.,41053.753
Czechia,Lebanon,2815.413
Czechia,Lesotho,1994.294
Czechia,Latvia,225157.148
Czechia,Liberia,7190.412
Czechia,Libya,514.27
Czechia,Lithuania,562274.184
Czechia,Luxembourg,301129.899
Czechia,"China, Macao SAR",7426.196
Czechia,Madagascar,9270.429
Czechia,Malawi,12300.288999999999
Czechia,Malaysia,1575523.206
Czechia,Maldives,178.546
Czechia,Mali,399.71
Czechia,Malta,44599.337999999996
Czechia,Mauritania,25.744
Czechia,Mauritius,6393.778
Czechia,Mexico,1098410.188
Czechia,"Other Asia, nes",2232880.32
Czechia,Mongolia,1146.717
Czechia,Rep. of Moldova,234270.23200000002
Czechia,Montenegro,15840.714000000002
Czechia,Montserrat,103.96000000000001
Czechia,Morocco,746805.303
Czechia,Mozambique,49259.594
Czechia,Oman,32259.166999999998
Czechia,Namibia,5227.813999999999
Czechia,Nauru,455.63
Czechia,Nepal,1796.171
Czechia,Netherlands,6591291.456
Czechia,CuraÃ§ao,2.178
Czechia,Aruba,6.641
Czechia,Saint Maarten,78.893
Czechia,Bonaire,0.628
Czechia,New Caledonia,81.59100000000001
Czechia,Vanuatu,0.189
Czechia,New Zealand,42097.399
Czechia,Nicaragua,2686.534
Czechia,Niger,155.105
Czechia,Nigeria,11761.779
Czechia,Niue,187.762
Czechia,Norfolk Isds,25.607999999999997
Czechia,Norway,2349646.966
Czechia,N. Mariana Isds,0.443
Czechia,FS Micronesia,0.92
Czechia,Marshall Isds,21.004
Czechia,Palau,10.283999999999999
Czechia,Pakistan,302346.357
Czechia,Panama,53089.763999999996
Czechia,Papua New Guinea,424.332
Czechia,Paraguay,1022.292
Czechia,Peru,38358.441
Czechia,Philippines,533873.214
Czechia,Pitcairn,14.114
Czechia,Poland,22894021.58
Czechia,Portugal,840806.751
Czechia,Guinea-Bissau,191.52
Czechia,Timor-Leste,9.004
Czechia,Qatar,10144.316
Czechia,Romania,3499637.488
Czechia,Russian Federation,3391871.059
Czechia,Rwanda,772.908
Czechia,Saint BarthÃ©lemy,57.788000000000004
Czechia,Saint Helena,70.489
Czechia,Saint Kitts and Nevis,430.859
Czechia,Anguilla,104.31200000000001
Czechia,Saint Lucia,56.1
Czechia,Saint Pierre and Miquelon,0.449
Czechia,Saint Vincent and the Grenadines,70.40899999999999
Czechia,San Marino,2411.042
Czechia,Sao Tome and Principe,225.611
Czechia,Saudi Arabia,106196.197
Czechia,Senegal,1323.227
Czechia,Serbia,1399535.804
Czechia,Seychelles,85.666
Czechia,Sierra Leone,3795.904
Czechia,India,2905737.212
Czechia,Singapore,335507.679
Czechia,Slovakia,12332268.968
Czechia,Viet Nam,3602793.333
Czechia,Slovenia,1177404.405
Czechia,Somalia,683.562
Czechia,South Africa,632390.024
Czechia,Zimbabwe,6331.607
Czechia,Spain,4377096.768
Czechia,South Sudan,1.312
Czechia,Sudan,57.726
Czechia,Suriname,1073.723
Czechia,Eswatini,2559.872
Czechia,Sweden,1800337.102
Czechia,Switzerland,2339481.025
Czechia,Syria,277.456
Czechia,Tajikistan,1637.819
Czechia,Thailand,1664080.914
Czechia,Togo,161.12
Czechia,Tokelau,13875.701
Czechia,Tonga,1.856
Czechia,Trinidad and Tobago,778.058
Czechia,United Arab Emirates,185916.79700000002
Czechia,Tunisia,333113.914
Czechia,TÃ¼rkiye,2121103.837
Czechia,Turkmenistan,290.015
Czechia,Turks and Caicos Isds,4979.860000000001
Czechia,Tuvalu,189.436
Czechia,Uganda,3098.03
Czechia,Ukraine,1068820.525
Czechia,North Macedonia,415055.80799999996
Czechia,Egypt,216809.766
Czechia,United Kingdom,2706236.163
Czechia,United Rep. of Tanzania,3503.59
Czechia,USA,5275082.006
Czechia,Burkina Faso,867.356
Czechia,Uruguay,18139.816
Czechia,Uzbekistan,8686.857
Czechia,Venezuela,15664.538
Czechia,Wallis and Futuna Isds,51.059000000000005
Czechia,Samoa,43.772
Czechia,Yemen,9.705
Czechia,Zambia,583.273
Benin,Albania,7.116
Benin,Algeria,10555.717
Benin,Angola,1373.049
Benin,Antigua and Barbuda,547.34
Benin,Argentina,2925.656
Benin,Australia,1355.121
Benin,Austria,7036.521
Benin,Bahamas,17.167
Benin,Bahrain,0.309
Benin,Bangladesh,49.033
Benin,Armenia,51.569
Benin,Belgium,127311.421
Benin,Bermuda,1.732
Benin,Bosnia Herzegovina,1.732
Benin,Botswana,15.681000000000001
Benin,Brazil,90811.174
Benin,Bulgaria,1168.8519999999999
Benin,Myanmar,266.9
Benin,Cambodia,57.984
Benin,Cameroon,1031.047
Benin,Canada,58759.244999999995
Benin,Central African Rep.,11.81
Benin,Sri Lanka,385.806
Benin,Chad,87.972
Benin,Chile,1503.763
Benin,China,659983.39
Benin,Colombia,15.371
Benin,Comoros,0.23
Benin,Congo,233.766
Benin,Dem. Rep. of the Congo,17.13
Benin,Croatia,830.049
Benin,Cuba,56.36
Benin,Cyprus,2985.416
Benin,Czechia,3234.355
Benin,Denmark,8783.24
Benin,Dominican Rep.,0.02
Benin,Ecuador,281.19300000000004
Benin,Equatorial Guinea,0.501
Benin,Ethiopia,241.68400000000003
Benin,Estonia,943.896
Benin,Finland,722.145
Benin,France,337160.595
Benin,Djibouti,35.444
Benin,Gabon,76.4
Benin,Gambia,19.773
Benin,State of Palestine,0.038
Benin,Germany,92501.831
Benin,Ghana,57809.612
Benin,Gibraltar,464.512
Benin,Greece,1029.577
Benin,Guinea,138.677
Benin,Honduras,124.51
Benin,"China, Hong Kong SAR",18635.863
Benin,Hungary,3316.368
Benin,Iceland,10.898
Benin,Indonesia,35142.535
Benin,Iran,110.63000000000001
Benin,Ireland,5063.661
Benin,Israel,325.81
Benin,Italy,47516.371
Benin,CÃ´te d'Ivoire,116507.212
Benin,Japan,6712.667
Benin,Jordan,172.311
Benin,Kenya,1816.753
Benin,Dem. People's Rep. of Korea,767.596
Benin,Rep. of Korea,22447.995
Benin,Kuwait,7755.367
Benin,Lao People's Dem. Rep.,10.93
Benin,Lebanon,11683.983
Benin,Lesotho,0.127
Benin,Latvia,10776.748
Benin,Liberia,297.565
Benin,Libya,40.005
Benin,Lithuania,26889.464
Benin,Luxembourg,375.858
Benin,Madagascar,82.472
Benin,Malaysia,26540.364
Benin,Mali,573.809
Benin,Malta,156.45600000000002
Benin,Mauritania,36810.554
Benin,Mauritius,11130.173999999999
Benin,Mexico,1340.843
Benin,"Other Asia, nes",4259.238
Benin,Mongolia,1874.973
Benin,Morocco,239320.919
Benin,Mozambique,120.82300000000001
Benin,Oman,10617.947
Benin,Namibia,265.401
Benin,Nepal,1.501
Benin,Netherlands,39764.556000000004
Benin,New Caledonia,53.378
Benin,New Zealand,5319.247
Benin,Nicaragua,53.362
Benin,Niger,11793.791000000001
Benin,Nigeria,188897.164
Benin,Norfolk Isds,7.628
Benin,Norway,5030.743
