"variant";"name";"continent";"iso3";"label";"color";"strength";"eigenv";"between";"closen"
"1. Full network";"Venezuela";"Americas";"VEN";"VEN";"palegreen3";13657059,898;0,00966452480039079;0;4,05564821611674e-05
"1. Full network";"Wallis and Futuna Isds";"Oceania";"WLF";"WLF";"orchid";56161,897;4,45905987304035e-06;0;4,16496527727451e-05
"1. Full network";"Samoa";"Oceania";"WSM";"WSM";"orchid";549286,818;0,000110513630710842;0;3,77235357065651e-05
"1. Full network";"Yemen";"Asia";"YEM";"YEM";"gold";8796308,126;0,00178560684459336;0;4,04920488348048e-05
"1. Full network";"Zambia";"Africa";"ZMB";"ZMB";"tomato";11919854,89;0,00381353057294154;0;4,04995764054808e-05
"2. After node filter";"Afghanistan";"Asia";"AFG";"AFG";"gold";5722130,769;0,00100991877922098;0;0,000417134941460505
"2. After node filter";"Albania";"Europe";"ALB";"ALB";"skyblue";9714951,802;0,00171322338002829;0;0,000421807612160474
"2. After node filter";"Algeria";"Africa";"DZA";"DZA";"tomato";43621474,967;0,0149807063749573;0;0,000437539005033584
"2. After node filter";"American Samoa";"Oceania";"ASM";"ASM";"orchid";253973,205;2,27907520760255e-05;0;0,0002368149323584
"2. After node filter";"Andorra";"Europe";"AND";"AND";"skyblue";1870278,766;0,000175888882531304;0;0,000417378756027892
"2. After node filter";"Angola";"Africa";"AGO";"AGO";"tomato";14534464,129;0,013783965062203;0;0,000425836039546717
"2. After node filter";"Antigua and Barbuda";"Americas";"ATG";"ATG";"palegreen3";996406,517;0,000388644037028555;0;0,000375179971240173
"2. After node filter";"Azerbaijan";"Asia";"AZE";"AZE";"gold";24300833,592;0,00600860059374481;0;0,000430573265869688
"2. After node filter";"Argentina";"Americas";"ARG";"ARG";"palegreen3";59638702,568;0,02490506123013;0;0,000437531911278983
"2. After node filter";"Australia";"Oceania";"AUS";"AUS";"orchid";287221996,845;0,170342850746113;601;0,000440342407688285
"2. After node filter";"Austria";"Europe";"AUT";"AUT";"skyblue";208696105,542;0,0713868826438435;0;0,000440296294479039
"2. After node filter";"Bahamas";"Americas";"BHS";"BHS";"palegreen3";8107369,316;0,00388118611436055;0;0,000432542896470457
"2. After node filter";"Bahrain";"Asia";"BHR";"BHR";"gold";17052939,853;0,00472677870919161;0;0,00042506870379114
"2. After node filter";"Bangladesh";"Asia";"BGD";"BGD";"gold";63551755,812;0,0269900947781321;401;0,000439232353004932
"2. After node filter";"Armenia";"Asia";"ARM";"ARM";"gold";17355298,188;0,00365536057383709;201;0,000436417792284558
"2. After node filter";"Barbados";"Americas";"BRB";"BRB";"palegreen3";2358874,441;0,000683395303862836;201;0,000401139712582263
"2. After node filter";"Belgium";"Europe";"BEL";"BEL";"skyblue";437991184,999;0,12459460741013;201;0,000440222975333805
"2. After node filter";"Bermuda";"Americas";"BMU";"BMU";"palegreen3";3317195,371;0,000983624932867713;0;0,000422388532617748
"2. After node filter";"Bhutan";"Asia";"BTN";"BTN";"gold";1437781,993;0,000239795130459136;0;0,00040993177975115
"2. After node filter";"Bolivia (Plurinational State of)";"Americas";"BOL";"BOL";"palegreen3";9885336,592;0,00343966665059843;0;0,000423836834816974
"2. After node filter";"Bosnia Herzegovina";"Europe";"BIH";"BIH";"skyblue";16435702,442;0,00270284130846691;0;0,000420551280996547
"2. After node filter";"Botswana";"Africa";"BWA";"BWA";"tomato";6462216,117;0,00120091674490181;0;0,00043044680618674
"2. After node filter";"Brazil";"Americas";"BRA";"BRA";"palegreen3";275984295,27;0,157895652889413;801;0,00044031490538932
"2. After node filter";"Belize";"Americas";"BLZ";"BLZ";"palegreen3";1661398,515;0,000675634733819043;0;0,000391037134666429
"2. After node filter";"Solomon Isds";"Oceania";"SLB";"SLB";"orchid";554556,225;0,000348367758603866;0;0,0003089536953247
"2. After node filter";"Br. Virgin Isds";"Americas";"VGB";"VGB";"palegreen3";1017113,059;0,000342022040699098;0;0,00032558397362955
"2. After node filter";"Brunei Darussalam";"Asia";"BRN";"BRN";"gold";7952351,029;0,00322984854956962;0;0,000425420116462662
"2. After node filter";"Bulgaria";"Europe";"BGR";"BGR";"skyblue";53818083,794;0,0117429793496485;0;0,000434001103387227
"2. After node filter";"Myanmar";"Asia";"MMR";"MMR";"gold";20830654,356;0,00922680851047447;0;0,000435938599960193
"2. After node filter";"Burundi";"Africa";"BDI";"BDI";"tomato";483961,976;8,01401745127137e-05;0;0,000223420229855926
"2. After node filter";"Belarus";"Europe";"BLR";"BLR";"skyblue";16464717,896;0,00489642841553971;0;0,000435004075778455
"2. After node filter";"Cambodia";"Asia";"KHM";"KHM";"gold";37520713,44;0,0197619677485646;0;0,000438022532091911
"2. After node filter";"Cameroon";"Africa";"CMR";"CMR";"tomato";8230007,371;0,00345539037516055;201;0,000430472999914742
"2. After node filter";"Canada";"Americas";"CAN";"CAN";"palegreen3";533144195,377;0,45925184319515;201;0,000440824762196303
"2. After node filter";"Cabo Verde";"Africa";"CPV";"CPV";"tomato";997253,053;0,000114876235688432;0;0,000363853482565724
"2. After node filter";"Cayman Isds";"Americas";"CYM";"CYM";"palegreen3";6477185,385;0,0016014179634341;0;0,000424822180795849
"2. After node filter";"Central African Rep.";"Africa";"CAF";"CAF";"tomato";826519,693;0,000164211144432876;0;0,000304172035436359
"2. After node filter";"Sri Lanka";"Asia";"LKA";"LKA";"gold";19193542,342;0,00654420518516065;0;0,000432106429068845
"2. After node filter";"Chad";"Africa";"TCD";"TCD";"tomato";1158481,587;0,00108066111982762;0;0,000356162544578538
"2. After node filter";"Chile";"Americas";"CHL";"CHL";"palegreen3";82575134,693;0,0549520609497346;0;0,000438897201653632
"2. After node filter";"China";"Asia";"CHN";"CHN";"gold";2090249443,043;0,855534988193347;31147;0,000440856778102516
"2. After node filter";"Colombia";"Americas";"COL";"COL";"palegreen3";63050487,698;0,0323743859650684;0;0,000438683935476335
"2. After node filter";"Comoros";"Africa";"COM";"COM";"tomato";352663,102;7,0436246567651e-05;0;0,000232707862849961
"2. After node filter";"Congo";"Africa";"COG";"COG";"tomato";4393168,473;0,0034636202103108;0;0,000418375624708137
"2. After node filter";"Dem. Rep. of the Congo";"Africa";"COD";"COD";"tomato";11520867,171;0,0136071890516406;0;0,000431990894129702
"2. After node filter";"Cook Isds";"Oceania";"COK";"COK";"orchid";263436,341;2,85952201813872e-05;0;0,000230240962557992
"2. After node filter";"Costa Rica";"Americas";"CRI";"CRI";"palegreen3";23667466,582;0,014737234421002;0;0,000436486034257013
"2. After node filter";"Croatia";"Europe";"HRV";"HRV";"skyblue";46638553,697;0,00716500125779319;0;0,000434978708191125
"2. After node filter";"Cuba";"Americas";"CUB";"CUB";"palegreen3";3675210,027;0,0010298858652459;0;0,00039846816854115
"2. After node filter";"Cyprus";"Asia";"CYP";"CYP";"gold";15832352,027;0,00189501977798615;201;0,000425848823710839
"2. After node filter";"Czechia";"Europe";"CZE";"CZE";"skyblue";230164451,829;0,0751187763225815;0;0,000440062021602555
"2. After node filter";"Benin";"Africa";"BEN";"BEN";"tomato";4599653,969;0,000922286845986025;201;0,000400216695512504
"2. After node filter";"Denmark";"Europe";"DNK";"DNK";"skyblue";124874488,537;0,0383636221061507;402;0,000439245076093957
"2. After node filter";"Dominican Rep.";"Americas";"DOM";"DOM";"palegreen3";32690348,694;0,0165264101852883;0;0,000437977002468213
"2. After node filter";"Ecuador";"Americas";"ECU";"ECU";"palegreen3";28263837,37;0,0182442364452058;0;0,000435160657074405
"2. After node filter";"El Salvador";"Americas";"SLV";"SLV";"palegreen3";16373227,353;0,0059499998070818;0;0,000432348407799273
"2. After node filter";"Equatorial Guinea";"Africa";"GNQ";"GNQ";"tomato";1008644,468;0,00108246534270239;0;0,000289439228759114
"2. After node filter";"Ethiopia";"Africa";"ETH";"ETH";"tomato";7224165,284;0,00274618588483063;0;0,00042915571976534
"2. After node filter";"Eritrea";"Africa";"ERI";"ERI";"tomato";345682,974;0,000340765704188947;0;0,000283128958194665
"2. After node filter";"Estonia";"Europe";"EST";"EST";"skyblue";24364093,479;0,00476639166891307;0;0,000426213881103216
"2. After node filter";"Fiji";"Oceania";"FJI";"FJI";"orchid";3512248,382;0,00089184190186661;0;0,000394618727777329
"2. After node filter";"Finland";"Europe";"FIN";"FIN";"skyblue";77744319,282;0,0240255021613648;199;0,000437347928076584
"2. After node filter";"France";"Europe";"FRA";"FRA";"skyblue";745611788,898;0,219600633149457;1385;0,000440555515579243
"2. After node filter";"French Polynesia";"Oceania";"PYF";"PYF";"orchid";1798721,67;0,000339716119979555;0;0,000399458171226009
"2. After node filter";"Djibouti";"Africa";"DJI";"DJI";"tomato";6903459,756;0,00179077778957557;0;0,00043013219997992
"2. After node filter";"Gabon";"Africa";"GAB";"GAB";"tomato";2670723,791;0,00251551752182454;0;0,000392422852123667
"2. After node filter";"Georgia";"Asia";"GEO";"GEO";"gold";13150337,159;0,00205205827808662;0;0,000426446256984093
"2. After node filter";"Gambia";"Africa";"GMB";"GMB";"tomato";2037667,05;0,000399373712848085;201;0,000370563940405206
"2. After node filter";"State of Palestine";"Asia";"PSE";"PSE";"gold";2003475,586;0,00019004092789776;0;0,0004033293965002
"2. After node filter";"Germany";"Europe";"DEU";"DEU";"skyblue";1345354209,027;0,431472830327954;13454;0,000440825478728339
"2. After node filter";"Ghana";"Africa";"GHA";"GHA";"tomato";20266231,445;0,00867093197314833;0;0,000436952122869805
"2. After node filter";"Gibraltar";"Europe";"GIB";"GIB";"skyblue";9885280,575;0,000952740941506151;0;0,000429861254483815
"2. After node filter";"Greece";"Europe";"GRC";"GRC";"skyblue";90991776,912;0,0167037890710946;264;0,000436832523177495
"2. After node filter";"Greenland";"Americas";"GRL";"GRL";"palegreen3";991565,252;0,000302714204061393;0;0,000387252082440022
"2. After node filter";"Grenada";"Americas";"GRD";"GRD";"palegreen3";380370,642;0,00012280427606234;0;0,000277278625620472
"2. After node filter";"Guam";"Oceania";"GUM";"GUM";"orchid";851052,18;0,000114547836430178;0;0,000343803994826772
"2. After node filter";"Guatemala";"Americas";"GTM";"GTM";"palegreen3";32442768,798;0,013728423448728;0;0,000437021367055886
"2. After node filter";"Guinea";"Africa";"GIN";"GIN";"tomato";7724062,886;0,00606837129807809;0;0,000431112201462018
"2. After node filter";"Guyana";"Americas";"GUY";"GUY";"palegreen3";4025623,439;0,00598384322956613;0;0,000411139300432339
"2. After node filter";"Haiti";"Americas";"HTI";"HTI";"palegreen3";3403558,907;0,0013052003790008;0;0,000409040509920156
"2. After node filter";"Honduras";"Americas";"HND";"HND";"palegreen3";17535875,454;0,00851491748499083;0;0,000434705408256284
"2. After node filter";"China, Hong Kong SAR";"Asia";"HKG";"HKG";"gold";674005421,598999;0,221708381312828;201;0,000440728331231217
"2. After node filter";"Hungary";"Europe";"HUN";"HUN";"skyblue";150315391,861;0,0450885659620796;0;0,00043964529768086
"2. After node filter";"Iceland";"Europe";"ISL";"ISL";"skyblue";9986964,923;0,00288300149274573;0;0,000405939882643418
"2. After node filter";"Indonesia";"Asia";"IDN";"IDN";"gold";230641722,596;0,124555238261839;401;0,00044033041495713
"2. After node filter";"Iran";"Asia";"IRN";"IRN";"gold";22566874,583;0,00807673562143708;0;0,000436552085391658
"2. After node filter";"Iraq";"Asia";"IRQ";"IRQ";"gold";51536031,787;0,0404008411622126;0;0,000438453299884921
"2. After node filter";"Ireland";"Europe";"IRL";"IRL";"skyblue";130392018,703;0,0980993184520094;0;0,000439249281283531
"2. After node filter";"Israel";"Asia";"ISR";"ISR";"gold";85748702,79;0,0353057946296145;0;0,000437858278086774
"2. After node filter";"Italy";"Europe";"ITA";"ITA";"skyblue";584053631,116;0,183440987757915;2376;0,000440414091457274
"2. After node filter";"CÃ´te d'Ivoire";"Africa";"CIV";"CIV";"tomato";18563187,305;0,00599992981564499;200;0,000429289681710341
"2. After node filter";"Jamaica";"Americas";"JAM";"JAM";"palegreen3";6033973,58;0,00239876662141097;0;0,000426388776203648
"2. After node filter";"Japan";"Asia";"JPN";"JPN";"gold";714338287,852;0,355210567348645;402;0,000440636537029236
"2. After node filter";"Kazakhstan";"Asia";"KAZ";"KAZ";"gold";69996219,888;0,0291828334150068;0;0,000439109699856378
"2. After node filter";"Jordan";"Asia";"JOR";"JOR";"gold";20975408,414;0,00710062763279773;0;0,000432898385196066
"2. After node filter";"Kenya";"Africa";"KEN";"KEN";"tomato";24791807,486;0,00582136265082946;0;0,000434821411764692
"2. After node filter";"Dem. People's Rep. of Korea";"Asia";"PRK";"PRK";"gold";1827577,686;0,00102293244778023;0;0,00042077784764921
"2. After node filter";"Rep. of Korea";"Asia";"KOR";"KOR";"gold";614924811,167;0,33270286670386;402;0,000440575668463337
"2. After node filter";"Kuwait";"Asia";"KWT";"KWT";"gold";37471406,132;0,0202256641906704;0;0,000435330448710734
"2. After node filter";"Kyrgyzstan";"Asia";"KGZ";"KGZ";"gold";28771165,041;0,0112990159533573;0;0,000438696743643194
"2. After node filter";"Lao People's Dem. Rep.";"Asia";"LAO";"LAO";"gold";8742619,503;0,00498732386102905;0;0,000432645650014222
"2. After node filter";"Lebanon";"Asia";"LBN";"LBN";"gold";13479512,762;0,00234367506165043;0;0,000423616393528756
"2. After node filter";"Lesotho";"Africa";"LSO";"LSO";"tomato";1907036,569;0,000360591149424845;0;0,000414800760293239
"2. After node filter";"Latvia";"Europe";"LVA";"LVA";"skyblue";22678033,273;0,00349436168407841;0;0,000425629393195237
"2. After node filter";"Liberia";"Africa";"LBR";"LBR";"tomato";22920994,866;0,00813317961298154;0;0,000438091037427391
"2. After node filter";"Libya";"Africa";"LBY";"LBY";"tomato";20888236,056;0,00744729138150212;401;0,000430355437009939
"2. After node filter";"Lithuania";"Europe";"LTU";"LTU";"skyblue";43610135,381;0,00865033230085112;400;0,000433951319855165
"2. After node filter";"Luxembourg";"Europe";"LUX";"LUX";"skyblue";26968996,221;0,00650078133375994;0;0,000434884751858223
"2. After node filter";"China, Macao SAR";"Asia";"MAC";"MAC";"gold";11929908,688;0,00345357830000956;0;0,000431764065167206
"2. After node filter";"Madagascar";"Africa";"MDG";"MDG";"tomato";5093008,883;0,0016912553211193;0;0,000413695510165962
"2. After node filter";"Malawi";"Africa";"MWI";"MWI";"tomato";3239453,345;0,000521978606346472;0;0,000378724406958932
"2. After node filter";"Malaysia";"Asia";"MYS";"MYS";"gold";303373724,356;0,16972182115808;402;0,000440327792858459
"2. After node filter";"Maldives";"Asia";"MDV";"MDV";"gold";4314266,368;0,000756911552826919;0;0,000404191339657019
"2. After node filter";"Mali";"Africa";"MLI";"MLI";"tomato";6025053,08;0,000757602878406357;0;0,0004088818478829
"2. After node filter";"Malta";"Europe";"MLT";"MLT";"skyblue";15971610,492;0,0039964659619576;0;0,000429600774840154
"2. After node filter";"Mauritania";"Africa";"MRT";"MRT";"tomato";5412487,408;0,00190097497033134;0;0,000406683582016026
"2. After node filter";"Mauritius";"Africa";"MUS";"MUS";"tomato";6987977,251;0,00141018696088353;0;0,000413303911855797
"2. After node filter";"Mexico";"Americas";"MEX";"MEX";"palegreen3";563525034,167;0,528926881259459;0;0,00044082859307604
"2. After node filter";"Other Asia, nes";"Asia";NA;"Oth";"gold";349323316,645;0,229979265953404;201;0,000440330627193563
"2. After node filter";"Mongolia";"Asia";"MNG";"MNG";"gold";8372302,948;0,0094076961483391;0;0,000432359254807255
"2. After node filter";"Rep. of Moldova";"Europe";"MDA";"MDA";"skyblue";9629291,329;0,00148745118562011;0;0,000418162578999713
"2. After node filter";"Montenegro";"Europe";"MNE";"MNE";"skyblue";5408796,078;0,000630504519834485;0;0,000406810057422325
"2. After node filter";"Morocco";"Africa";"MAR";"MAR";"tomato";87546020,832;0,0220102209812044;0;0,000437529017008745
"2. After node filter";"Mozambique";"Africa";"MOZ";"MOZ";"tomato";16078913,723;0,00398404791676498;0;0,000433225318249617
"2. After node filter";"Oman";"Asia";"OMN";"OMN";"gold";24585560,193;0,0242357212262172;0;0,000434136066418555
"2. After node filter";"Namibia";"Africa";"NAM";"NAM";"tomato";9261259,425;0,00232928242601291;0;0,00042868646866703
"2. After node filter";"Nepal";"Asia";"NPL";"NPL";"gold";10294038,712;0,00217288477746071;0;0,000435269279465005
"2. After node filter";"Netherlands";"Europe";"NLD";"NLD";"skyblue";689959972,049;0,212154058659907;1052;0,000440580432454009
"2. After node filter";"CuraÃ§ao";"Americas";"CUW";"CUW";"palegreen3";1615263,009;0,000560636605131125;0;0,000395855074336907
"2. After node filter";"Aruba";"Americas";"ABW";"ABW";"palegreen3";1289048,211;0,000475614358101464;0;0,000391631767900777
"2. After node filter";"Saint Maarten";"Americas";"SXM";"SXM";"palegreen3";912848,913;0,00041805088523047;0;0,000444168613985934
"2. After node filter";"Bonaire";"Americas";"BES";"BES";"palegreen3";726051,68;0,000105425000580011;0;0,000355027527077456
"2. After node filter";"New Caledonia";"Oceania";"NCL";"NCL";"orchid";1709147,658;0,000677684540971808;0;0,000391028415655635
"2. After node filter";"Vanuatu";"Oceania";"VUT";"VUT";"orchid";528528,631;0,000160849107221336;0;0,000296471743032928
"2. After node filter";"New Zealand";"Oceania";"NZL";"NZL";"orchid";46831887,103;0,0223907589730187;201;0,000436940172634835
"2. After node filter";"Nicaragua";"Americas";"NIC";"NIC";"palegreen3";11394353,767;0,00561792050011262;0;0,000427727433793733
"2. After node filter";"Niger";"Africa";"NER";"NER";"tomato";1678455,827;0,000640143876701517;0;0,000347956199986386
"2. After node filter";"Nigeria";"Africa";"NGA";"NGA";"tomato";50981456,894;0,022417971095556;0;0,000438459500363115
"2. After node filter";"Norway";"Europe";"NOR";"NOR";"skyblue";100830903,371;0,0400117677117609;1;0,000437545221018593
"2. After node filter";"Marshall Isds";"Oceania";"MHL";"MHL";"orchid";12773468,287;0,00367036803304968;0;0,00043442724863579
"2. After node filter";"Pakistan";"Asia";"PAK";"PAK";"gold";64678631,58;0,0195587854102427;201;0,000438837090494131
"2. After node filter";"Panama";"Americas";"PAN";"PAN";"palegreen3";44565783,142;0,0118285051949704;0;0,00043698120443079
"2. After node filter";"Papua New Guinea";"Oceania";"PNG";"PNG";"orchid";5475513,398;0,00406832677832914;0;0,000417130046936472
"2. After node filter";"Paraguay";"Americas";"PRY";"PRY";"palegreen3";17491681,036;0,00514392954324392;0;0,000434005211850677
"2. After node filter";"Peru";"Americas";"PER";"PER";"palegreen3";54481104,8;0,0371564513344185;0;0,000438407676796674
"2. After node filter";"Philippines";"Asia";"PHL";"PHL";"gold";141818270,859;0,0593069744732987;0;0,000439874022658623
"2. After node filter";"Poland";"Europe";"POL";"POL";"skyblue";402034449,036;0,119599017934966;1194;0,000440413244861684
"2. After node filter";"Portugal";"Europe";"PRT";"PRT";"skyblue";114999064,719;0,0260769157721676;402;0,000439189315141152
"2. After node filter";"Guinea-Bissau";"Africa";"GNB";"GNB";"tomato";529447,057;8,57846479687285e-05;0;0,000259191779233669
"2. After node filter";"Timor-Leste";"Asia";"TLS";"TLS";"gold";1026357,874;0,000206190268346716;0;0,000359958681020839
"2. After node filter";"Qatar";"Asia";"QAT";"QAT";"gold";37559793,691;0,0260024266951867;0;0,000433540070029472
"2. After node filter";"Romania";"Europe";"ROU";"ROU";"skyblue";139110026,613;0,0300856061784483;602;0,000439325735709644
"2. After node filter";"Russian Federation";"Europe";"RUS";"RUS";"skyblue";201060270,974;0,142124598907153;200;0,000440513765422956
"2. After node filter";"Rwanda";"Africa";"RWA";"RWA";"tomato";2096648,514;0,00046812030177311;0;0,000376054016644947
"2. After node filter";"Saint Kitts and Nevis";"Americas";"KNA";"KNA";"palegreen3";291289,971;0,000112482033521979;0;0,000275318549021691
"2. After node filter";"Saint Lucia";"Americas";"LCA";"LCA";"palegreen3";1238498,987;0,00055597483609106;0;0,00043289815380714
"2. After node filter";"Saint Vincent and the Grenadines";"Americas";"VCT";"VCT";"palegreen3";357525,625;0,000111129780967196;0;0,000264698716989286
"2. After node filter";"San Marino";"Europe";"SMR";"SMR";"skyblue";395995,492;8,12405230894387e-05;0;0,000243851809799492
"2. After node filter";"Saudi Arabia";"Asia";"SAU";"SAU";"gold";223046038,252;0,107519459220821;1601;0,000440197569490113
"2. After node filter";"Senegal";"Africa";"SEN";"SEN";"tomato";16201404,231;0,00369100723461094;0;0,000430300214083886
"2. After node filter";"Serbia";"Europe";"SRB";"SRB";"skyblue";42505180,811;0,00902954929956759;201;0,000433396084279162
"2. After node filter";"Seychelles";"Africa";"SYC";"SYC";"tomato";1617984,597;0,000229440135021758;0;0,000377427263699156
"2. After node filter";"Sierra Leone";"Africa";"SLE";"SLE";"tomato";2062251,236;0,00106225371263317;0;0,000397386641845314
"2. After node filter";"India";"Asia";"IND";"IND";"gold";690997353,407;0,204507422942326;2987;0,000440621690937787
"2. After node filter";"Singapore";"Asia";"SGP";"SGP";"gold";426196480,831;0,148923357629175;201;0,000440195683535861
"2. After node filter";"Slovakia";"Europe";"SVK";"SVK";"skyblue";113367385,857;0,031393581830407;0;0,00043873307241133
"2. After node filter";"Viet Nam";"Asia";"VNM";"VNM";"gold";376817888,973;0,265335867725498;0;0,000440611706155261
"2. After node filter";"Slovenia";"Europe";"SVN";"SVN";"skyblue";71544957,234;0,0162321535243838;0;0,000438165733052334
"2. After node filter";"Somalia";"Africa";"SOM";"SOM";"tomato";3200447,944;0,000681956584868532;0;0,000404196945682183
"2. After node filter";"South Africa";"Africa";"ZAF";"ZAF";"tomato";101095561,685;0,0496440060415164;1989;0,00043909124510017
"2. After node filter";"Zimbabwe";"Africa";"ZWE";"ZWE";"tomato";9725131,549;0,00231534454464976;0;0,000429410290233305
"2. After node filter";"Spain";"Europe";"ESP";"ESP";"skyblue";458430466,117;0,124860000439607;1825;0,000440229837731751
"2. After node filter";"South Sudan";"Africa";"SSD";"SSD";"tomato";1126170,633;0,000286929769399634;0;0,000363643171062218
"2. After node filter";"Sudan";"Africa";"SDN";"SDN";"tomato";3694511,477;0,00104408701219025;0;0,000398517772699784
"2. After node filter";"Suriname";"Americas";"SUR";"SUR";"palegreen3";1476521,212;0,00066263103386478;0;0,000354060232520486
"2. After node filter";"Eswatini";"Africa";"SWZ";"SWZ";"tomato";1959142,733;0,000184479502181526;0;0,000417304586629636
"2. After node filter";"Sweden";"Europe";"SWE";"SWE";"skyblue";180749841,5;0,0536258399302476;2;0,000439499970715229
"2. After node filter";"Switzerland";"Europe";"CHE";"CHE";"skyblue";384799704,199;0,146838752152816;1799;0,000440313009458626
"2. After node filter";"Syria";"Asia";"SYR";"SYR";"gold";3768353,083;0,000411068294104305;0;0,000423202511567744
"2. After node filter";"Tajikistan";"Asia";"TJK";"TJK";"gold";6290336,316;0,00207463476842529;0;0,000430493062913685
"2. After node filter";"Thailand";"Asia";"THA";"THA";"gold";291110891,247;0,149648291096664;601;0,000440406376191972
"2. After node filter";"Togo";"Africa";"TGO";"TGO";"tomato";11173900,244;0,00265280941555784;0;0,000429458271322403
"2. After node filter";"Tonga";"Oceania";"TON";"TON";"orchid";300854,614;5,4595836633466e-05;0;0,000200274342467996
"2. After node filter";"Trinidad and Tobago";"Americas";"TTO";"TTO";"palegreen3";6096513,329;0,00475606818529265;0;0,000426869116630958
"2. After node filter";"United Arab Emirates";"Asia";"ARE";"ARE";"gold";308143386,084;0,112381900155052;1398;0,00044032260753195
"2. After node filter";"Tunisia";"Africa";"TUN";"TUN";"tomato";26357228,388;0,0069396570709845;0;0,000429142714399565
"2. After node filter";"TÃ¼rkiye";"Asia";"TUR";"TUR";"gold";314269690,346;0,0816458371298023;1530;0,000440024660394515
"2. After node filter";"Turkmenistan";"Asia";"TKM";"TKM";"gold";3892070,445;0,00542360836227885;0;0,000407026687530657
"2. After node filter";"Turks and Caicos Isds";"Americas";"TCA";"TCA";"palegreen3";573508,704;0,000248139514154914;0;0,000387112204793503
"2. After node filter";"Uganda";"Africa";"UGA";"UGA";"tomato";13757807,504;0,00265450761507467;401;0,000427082259199196
"2. After node filter";"Ukraine";"Europe";"UKR";"UKR";"skyblue";71603842,85;0,0168344902049407;0;0,000437781812459687
"2. After node filter";"North Macedonia";"Europe";"MKD";"MKD";"skyblue";12547947,854;0,0026267974954139;0;0,000412971406783711
"2. After node filter";"Egypt";"Africa";"EGY";"EGY";"tomato";99201953,09;0,0221934402020154;0;0,000438555136251678
"2. After node filter";"United Kingdom";"Europe";"GBR";"GBR";"skyblue";752940297,249;0,224334520093152;200;0,000440569732867804
"2. After node filter";"United Rep. of Tanzania";"Africa";"TZA";"TZA";"tomato";20548358,674;0,00534692034645342;0;0,000434577776846219
"2. After node filter";"USA";"Americas";"USA";"USA";"palegreen3";3132193979,981;1;15951;0,000440966668917774
"2. After node filter";"Burkina Faso";"Africa";"BFA";"BFA";"tomato";6277752,864;0,00156304002581356;0;0,000405280392971959
"2. After node filter";"Uruguay";"Americas";"URY";"URY";"palegreen3";13165871,367;0,00512947360960503;0;0,000428066282023324
"2. After node filter";"Uzbekistan";"Asia";"UZB";"UZB";"gold";37816280,767;0,0100882862510082;0;0,000437451251207534
"2. After node filter";"Venezuela";"Americas";"VEN";"VEN";"palegreen3";13657059,898;0,00966452485394492;0;0,000432856172683988
"2. After node filter";"Samoa";"Oceania";"WSM";"WSM";"orchid";549286,818;0,000110513630997017;0;0,000252505154858574
"2. After node filter";"Yemen";"Asia";"YEM";"YEM";"gold";8796308,126;0,00178560684839335;0;0,000426446706165902
"2. After node filter";"Zambia";"Africa";"ZMB";"ZMB";"tomato";11919309,373;0,0038135305871968;0;0,000427113192835112
"3. After edge filter";"Afghanistan";"Asia";"AFG";"AFG";"gold";5278882,316;0,000911607182334634;0;0,00395130268216994
"3. After edge filter";"Albania";"Europe";"ALB";"ALB";"skyblue";7088113,784;0,00143580822848479;0;0,00433633342533735
"3. After edge filter";"Algeria";"Africa";"DZA";"DZA";"tomato";41977793,688;0,0148232597175226;0;0,00630765926600205
"3. After edge filter";"Andorra";"Europe";"AND";"AND";"skyblue";1643105,676;0,000129139861034078;0;0,00364077538164166
"3. After edge filter";"Angola";"Africa";"AGO";"AGO";"tomato";12976331,261;0,0136910662726849;0;0,00472330691754896
"3. After edge filter";"Antigua and Barbuda";"Americas";"ATG";"ATG";"palegreen3";492628,418;0,000272621323741937;0;0,00202971334344487
"3. After edge filter";"Azerbaijan";"Asia";"AZE";"AZE";"gold";22185540,73;0,0058207961605451;0;0,00526778981938023
"3. After edge filter";"Argentina";"Americas";"ARG";"ARG";"palegreen3";57821189,399;0,024809591476833;0;0,00630707394587828
"3. After edge filter";"Australia";"Oceania";"AUS";"AUS";"orchid";284608884,509;0,170299840333615;361;0,00683761201437822
"3. After edge filter";"Austria";"Europe";"AUT";"AUT";"skyblue";206212001,716;0,0713257527047924;0;0,006829009764254
"3. After edge filter";"Bahamas";"Americas";"BHS";"BHS";"palegreen3";6739489,986;0,00374644720328277;0;0,00553195431923333
"3. After edge filter";"Bahrain";"Asia";"BHR";"BHR";"gold";15102117,243;0,00451261473791088;0;0,00464408210816853
"3. After edge filter";"Bangladesh";"Asia";"BGD";"BGD";"gold";61931350,75;0,0268769105861196;192;0,00661414756122128
"3. After edge filter";"Armenia";"Asia";"ARM";"ARM";"gold";15000262,716;0,0033424091936128;192;0,00611856103492035
"3. After edge filter";"Barbados";"Americas";"BRB";"BRB";"palegreen3";1279664,496;0,000456783673839481;0;0,00283739118485684
"3. After edge filter";"Belgium";"Europe";"BEL";"BEL";"skyblue";435718733,594;0,124568304392321;0;0,00681177577305889
"3. After edge filter";"Bermuda";"Americas";"BMU";"BMU";"palegreen3";2989019,839;0,000913775248540757;0;0,00440711568015674
"3. After edge filter";"Bhutan";"Asia";"BTN";"BTN";"gold";1173018,502;0,000182036620984117;0;0,00346636219234646
